english,chinese
Yeah. I've broken both my heels.,伤过。我两个脚跟都摔断过。
It was pointed out that pervaporation will be used more widely in anhydrous ethanol production with the development of high performance membrane and the improvement of membrane modules.,指出了高性能膜的研制以及膜组件的改进将会使渗透汽化法在燃料乙醇生产中得到更加广泛的应用。
"To study the antioxidant effect in vivo of polysaccharide from moso bamboo leaves(PMBL) on aging mice, in order to provide theoretical basis for the utilization and exploitation of moso bamboo leaves.",为实现毛竹叶资源的充分高效利用，以提取多糖和黄酮类化合物后的毛竹叶残渣为原料，应用超微粉碎技术和湿法动态超高压微射流作用制备毛竹叶特种膳食纤维。
The pair face stiff competition from Wayne Rooney and Frank Lampard - so make sure you cast your vote now.,利物浦双将将会面临与鲁尼和兰帕德的竞争，所以希望你能够投票。
"She's always living out of a suitcase. She travels so much that she's racked up over 500,000 frequent flyer miles in the past 2 years.",她成天过着旅行包式的生活。她出差如此频繁，在过去两年中她已积累了500，000多英里积分里程。
The analytical results show that FEM could effectively simulate the shear behavior of the repaired members with the proper numerical model.,分析结果表明，通过合理的建立有限元模型，可以较好的模拟高强钢绞线网-聚合物砂浆加固混凝土梁的受剪性能。
"The company, which has more than 20 million users, offers a free, advertising-supported version for consumers and a fee-based service for enterprise customers.",该公司现有用户超过2000万，为普通用户提供免费的广告支持版本，以及为企业客户提供付费服务。
"When Xiao Wendi took action to reform the outdated rules and regulations, the vassals' administrators also adopted this system.",北魏孝文帝太和改制＂五等开建＂后，封国行政长官也采用了这一制度。
"All of his sheer power, though, can't give Mark the strenght to face his lovely girlfriend Giulia, 18.",所有力量加在一起，却也不能给马克以力量去面对他心爱的18 岁的女朋友朱利亚。
"You would probably say, ""when I close my eyes my eyesight cannot get out of my eyes to get to the book.""",你能够会说，“当我闭上我的眼睛的时候，我的视线就不能从我眼睛里抵达书本上了。”
The importance of carefulness cannot be emphasized too much.,仔细的重要性再怎么强调都不为过。
"Firstly, the paragraph inspects the positive impacts of the western penalty lightening thought on the development of our criminal punishment;",首先考察了西方轻刑化思潮对我国刑罚发展的积极影响；
What about the party--body part diet?,还有人体部位减肥法
Objective:To study the hemostatic effect of Yunnan Baiyao and reptiles on nasal polyps operations in perioperative period of nasal endoscopy.,目的：观察鼻内镜下鼻窦手术围手术期患者应用云南白药和立止血对术中及术后出血量的影响。
The study on the stability is a first problem in costruction of harbour on the tidal channel in the mud silt coast.,在粉砂淤泥海岸，利用潮流通道建港，稳定性是一个首要问题。
Accounting of the internal sales within the corporation directly affects the performance evaluation of the independent accounting unit.,公司内部销售核算直接影响公司内部独立核算单位的业绩评价。
Chanterelle's elegant appearance makes them a natural for … Contestants are asked to bring a 5-quart slow cooker full of chili — no restrictions on the type — and recipes to share.,机会再来的优雅外表，使他们成为自然……参赛者要求把一个5夸脱闷烧锅充满辣椒-无限制型食谱和大家分享。
"Let this soul be delivered to the merciless angelTemeluch, and let it be cast into outer darkness, where there is weeping and gnashing of teeth.",让这个灵魂被送到无情的天使忒姆拉克那里，让它被驱逐到外面的黑暗中，在哪里只有哭泣和咬紧的牙齿。
But a tightwad doesn't like being a tightwad.,但是极其抠门的人不喜欢成为吝啬鬼。
Others may reflect mixed messages in press coverage of the healthfulness of foods.,其他的可能反映了媒体在报道食品健康程度时传达的信息有些含混。
"After more than a month or two under fluorescent tubes for example, plants take on a very soft weak look and quickly lose their appeal.",举个例子吧，在荧光灯管下生活了一两个月的植株会非常软且柔弱，外形大不如前。
"While Andy will be delighted for his buddy, it's not something that Fish will readily bringing up when they are trash talking.",安迪为他的好兄弟而感到高兴，并不会是费什的成功而互相贬低对方。
I wager that Approach 1 is faster than Approach 3 because the former approach simply accesses a handful of already-parsed XML data elements.,我打赌方法 1 比方法 3 更快，因为前者直接访问大量已经解析的 XML 数据。
Improves the stream cipher RC4;,改进了序列密码RC4；
"If the components LC we used have the same Q value as the one used in out, the transfer efficiency will be 84.6%, which achieves the desire of the design.",若使用和外接的电感电容相同Q值的元件时其转换效率为84.6％，达到了预期的设计要求。
Normally you don't poll voltages at pins that have no sensors connected to them.,通常您无需轮询没有连接传感器的插脚处的电压。
"Zhaoqing at old tin work relics, if do not swear before abandoned pigs COINS and labor system, never back tangshan.",肇庆在老锡工的遗物前赌咒，若不废弃猪仔币和劳工制度，就永不不回唐山。
"Lee Wan-beom, a fisherman from the county of Muan, told the Korea JoongAng daily that prices for octopus had halved since the government's warning.",来自务安郡的渔民李莞泛（译音）告诉韩国中央日报说，自政府发布警讯以来，章鱼价格已惨跌一半。
That was always the end.,不过他通常是在最后才表明态度。
"Mr. Ban said Wednesday key elements of the U. N. -sponsored talks are still undecided, including whether the Syrian opposition will attend and who would represent it.",潘基文星期三说，有关这次会议的一些关键问题尚未确定，包括叙利亚反对派是否与会以及反对派与会代表的人选。这次会议得到联合国的支持。
"The results showed that the mixed cinnamon soil formed by the weathering of carbonate, feldspar and quartz was the most superior soil condition.",结果表明：由碳酸盐和第四系长英母质共同风化形成的混成褐土是肥城桃生长的最优地质背景岩土条件。
"When the fetus first receives the stimulation, it is startled.",当胎儿在第一次接受刺激时，他被震惊。
"Some key technologies are discussed, such as CRC detecting, set-up time of PTT, second pulse signal of GPS OEM board that are used in system synchronization and warning-handling system.",并就协议中的CRC校验、通讯车载电台PTT建立时间、GPS OEM板的秒脉冲信号用于系统同步、报警争用策略等关键问题进行了详细的分析；
The surface quality of medium and heavy plate has an important influence on its production and application.,中厚板的表面质量对中厚板的生产和使用均有重要影响。
"The summer after my year of involuntary service in the Chinese Army, I read Hemingway compulsively.",在军队服了义务兵役之后的那个夏天，我强迫自己读了海明威。
"The event host spends significant time and resources to plan and execute an event, so most people know the answer to this question: be on time!",活动主办人花了很多时间在计划和准备一次活动上，所以大多数人都很清楚这个问题的答案，那就是要准时到场。
"Once a computer was infected, the desktop icon of every executable file, such as Microsoft Corp.'s Word, would change into a picture of a panda.",电脑一旦被“熊猫烧香”病毒感染，电脑桌面上每个可执行文件，比如微软(Microsoft Corp.)的Word文件，其图标会变成一个熊猫形像。
"In the separation of PTA oxidation residue, pure water was used as the extractant, and extracted solution was exchanged and absorbed by ionic exchanged resin of styrene.",用脱离子水作萃取剂 ，萃取液经苯乙烯阳离子交换树脂交换吸附后所得的催化剂溶液可回用于PTA氧化装置。
"However, with the expansion of feather and down enterprises in their scales, they are also faced with problems such as inefficient human resources management, imperfect incentive mechanism, and so on.",然而，桐城市羽绒企业在规模不断扩大的同时，也面临着人力资源管理水平不高、激励机制不完善等诸多问题。
Look out for your eyes when you do your homework.,你做作业时，要注意眼睛。
"Recently, the big head-turning deals have been in the auto industry.",最近，汽车行业进行了一些重量级的交易。
"If any be blameless, the husband of one wife, having faithful children not accused of riot or unruly.",若有无可指责的人，只作一个妇人的丈夫，儿女也是信主的，没有人告他们是放荡不服约束的，就可以设立。
"The preparation of chitin from cicada was discussed emphatically. The preparation process, decolor conditions, the concentration and dosage of the acid and alkali were studied.",从金蝉中提取甲壳素，对制备工艺、脱色条件、酸碱浓度及用量等进行研究。
"Tired, my eyes dim, I climb the bed in its hard-bound, take a look at the window, very black days, yes, it is winter in 2007.",睡眼惺忪，双眼朦胧，我硬撑着爬起了床，看看窗外，天还很黑，不错，已经步入2007年冬。
This is a startling development following months of arguments and just two days before the UN Security Council was due to visit Abyei.,经过几个月的争执之后，距离联合国安理会访问阿卜耶伊还有两天的时间，事态的这种进展确实令人震惊。
"On the basis of mathematical analysis, a multiobjective non-linear programming model on a multiobjective transporting vehicle arrangement is set up.",针对露天矿生产中的一个多目标优化运输问题，基于数学分析，建立了一个多目标非线性规划模型；
"Autun, church of S. Lazare: on the tympan of the door, the Last Judgment, and on the architrave, the Resurrection of the Dead.",欧坦，S的拉扎尔教堂：关于门的鼓膜，最后的审判，并在枋，死者复活。
"""There's quite a bit of truth in it, "" Julian Murton, member of the International Permafrost Association, told Reuters.",“这里面有相当多的真理，”国际冻土协会委员朱利安默顿告诉路透社记者。
"In life it is the same as in drawing – one must sometimes act quickly and decisively, attack a thing with energy, trace the outlines as quickly as lightning.",人生就像是画素描一样：有时你必须行动明快果决，迅如闪电捕捉事物，描绘形。
"Baby Bee Buttermilk Lotion contains only Mother Nature's safe and gentle ingredients. We use no parabens, chemical additives or synthetic fillers or preservatives.",小蜜蜂婴儿牛奶润肤乳完全吸取大自然的安全温和成分，不含防腐剂、增稠剂、化学填加剂。
"Once its life is over the Hubble may be retrieved from space, or guided to a final splashdown in the ocean.",使命结束后， 哈勃望远镜的命运有两 种可能， 一种是从太空回收， 另一种则是化作一团火球并最终没入大海之中。
"No, no, we are not satisfied, and we will not be satisfied until ""justice rolls down like waters, and righteousness like a mighty stream.""",不，不，我们不会满意，直至公正似水奔流，正义如泉喷涌。
"In the future work, Arabidopsis transgenic lines will be generated to confirm the function of selected genes as suppressors of eto1-5.",未来，将制备转殖基因植物来证实所选择的基因是否真的会抑制eto1-5的突变性状。
"After a quick noodle stop, we hit the home stretch on a super-smooth, recently completed, Chinese-built road.",短暂停车吃了一碗面之后，我们上了一条超级平坦的大路，这条路是中国建造的，最近才刚刚完工。
"We're sorry sir, you are only allowed one carrion and one black widow.",对不起先生，你只能携带一只尸虫和一只黑寡妇蜘蛛。
"Lily waited until Petunia was near enough to have a clear view, then held out her palm. The flower sat there, opening and closing its petals like some bizarre many-lipped oyster.",莉莉等佩妮走近可以看清了，就把手摊开来，花瓣在她手心里不停地一开一合，就像某种古怪的、多层的牡蛎。
"The first sandstorm this year came on March 11 bringing sand and dust to Inner Mongolia, Shanxi, Ningxia and Liaoning, Zheng said.",张同时表示，3月19日至21日的那场沙尘暴影响到了中国21个省份和地区。 3月11日，今年的第一场沙尘暴给内蒙古、陕西、宁夏和辽宁等地带了扬沙和浮尘。
What if I'm tired of playing YMCAs or the Boys and Girls Clubs?,如果我厌倦了与小孩子的比赛，我会参加精英赛的。
"Rather than try to understand how I was developing my psychic abilities, they found it much more believable that I had simply decided to rip people off.",相对于努力了解我怎样提高心灵感应能力，他们发现相信我只是想骗钱更容易些。
Tatsu the use of his life challenges the established concept of subversion and the courage to go beyond the traditional aesthetic and social values .,达利用他的生命挑战既定的概念，颠覆和勇气，超越传统的审美和社会价值观念。
The recalled tree toppers are 10 inch tall vinyl angels with LED lighted wings.,召回的商品是一个放置在圣诞树顶端、高10英寸的天使，天使的翅膀可发光。
"In this paper, simple Bayesian classifier had been used to realize such detection in wireless local networks, and designed a method for proximity-based mobile device location.",本文使用简单贝叶斯分类算法实现了基于无线局域网的临近位置检测代理。
He raps his gavel as we.,他敲下了木槌。
The A40B series of precision current shunts come standard with a report of traceable calibration including data.,一系列的A40B精密电流分流器的标准配备的报告可追踪校准包括数据。
"The stimulus, after all, has only been a steroid-injected form of what China has done all along: funneling cheap credit into infrastructure and industry.",将廉价信贷注入基础设施和工业领域是中国一贯采用的措施，刺激政策只不过是这种廉价信贷政策的一种短效形式。
"The term change management (CM) refers to the processes and tools an organization or project uses to plan, execute, and track changes to a software system.",术语 变更管理（CM）涉及到一个组织或项目用来计划、执行和跟踪一个软件系统变更的过程和工具。
"There's a protocol to such hustling, and some do it better than others, but it strikes me that learning and teaching this culture could be a big part of PR 2.0.",这样的拥挤状况中存在着一个协议，有些协议比另外一些更好，但是，打动我的地方在于，学习和教授这样的文化可以成为公关2.0的很大的一部分。
"They misallocated capital, with massive amounts going into housing that was ultimately unaffordable .",他们错误的配置资本，把大量的钱用于根本无法支付的房屋上。
The scientists have successfully restored vision in the light-sensing cells of the retina.,他们成功地恢复了视网膜感光细胞的视觉功能。
"Any initiator or employee shall have legal paten, scientific research achievement or know-how technology;",发起人或从业人员有合法拥有的专利、科研成果或专有技术；
"But there could still be a widespread withdrawal from the technology by OECD countries, caused by national changes in policy or stiffer local opposition.",不过，经合组织国家却仍有可能因为国家政策变化或地区更强硬的反对而普遍放弃核电技术。
"Targeting special symbol there is method to analyses them , and the English and figures in Chinese are classified and corresponding analyzing algorithm is given;",针闭于特殊符号给出了特殊符号剖析的方式，针闭于汉语外的英文和数字也入行了开类，并给出了相当的剖析算法；
The many need to learn from the few.,大多数公司需要向这些少数公司学习。
A major-party nominee has the critical advantage of support from the party faithful.,大党提名人具有得到党的忠实信徒支持这一关键的优势。
Several inescapable realities of subway travel make it an absolutely dreadful experience while drunk.,地铁交通的几个难以逃避的现实使得醉酒搭地铁完全变成一场可怕的经历。
"Works of Manufacture Department shall store these products in a designated area and attach ""Unacceptable"" labels.",制造部工作人员按制定区域码放，挂上不合格标识。
We need people who are educated to a high level; we need people who can understand the intensely complex calculations that underlie so much of our current science.,我们需要高素质的教育人才；我们需要那些可以理解用来解释当今科学的复杂算式的人才。
It compensates for the temperature characteristics of the resistor and the threshold voltage VTH in such a way that the reference current has small temperature dependence.,主要利用电阻的温度系数与阈值电压VTH温度系数相同的特性实现温度补偿原理。
"Should this crisis continue, the Palestinian health system will further deteriorate and services will be disrupted, with grave consequences for the health of the Palestinian people.",如果这一危机继续下去，巴勒斯坦卫生系统将进一步恶化，并且服务将中断，对巴勒斯坦民众的健康产生严重后果。
Washing will keep the pores open and prevent them getting clogged with oil.,擦洗使汗毛孔开放，预防油腻物质堵塞汗毛孔。
"She took the form of a white, strapless, ankle-length dress, standing side-on from me.",她穿着白色的，露肩的，长及脚祼的裙子，站在我的旁边。
"Guys, if you're driving or sitting for long periods, remove your wallet or card holder from your back pocket.",假如你要长时间开车或要坐很久，记得把钱包和名片夹从裤子后面的口袋里拿出来。
Employer brand strategy is a new competitive strategy of the overall brand-building in the enterprises.,雇主品牌战略是企业整体品牌建设中新的竞争战略。
"in the next month or so, I'll be certified as a climbing guide,",大概下个月，我能拿到攀岩导游执照，
"Our university allots so much money on the delegation program that hope students can learn something, grownup for the delegation and share our experience with other students.",学校拨这麽的金额在国际交流的计划上是希望学生能从参访的过程中有所收获且有所成长，并将所学分享给他人。
"If you want to freeze tye , wrap them in foil or freezer bags.",若您想把鸡肉急冻，应以以锡纸或保鲜袋盛载。
The intellectual father of flowcharting is Jone Von Neumann.,天才的流程图之父是约翰·冯纽曼。
The passenger ship was two hours late.,客船误点两小时。
"One trick, the scientists say, is to count what’s in your cart and multiply by a guesstimate of the average cost of the items.",科学家们说，有一个窍门，数数你的推车里的东西，然后乘上你估算每件物品的平均价格就可以啦。
"Christians believe if a man has many wrong doings and does not believe in and accept God while he is on the earth, his spirit will be throw into the fire of Hell, that's the second death.",基督教认为人在地球上身体的死亡是第一次死亡，第二次死亡是指人死后灵魂到天界接受审判，如果人在世间多行不义，不信神等，灵魂就会被扔进地狱之火而死。
"However, we treat it the opposite, as though we are unworthy and somehow have to convince it otherwise.",但是，我们却把这种关系给弄反了，有时甚至很不值得地劝服自己就是这样。
"As the head of the Public Service, the Chief Secretary for Administration is one of the Chief Executive's principal advisers, along with the Financial Secretary and the Secretary for Justice.",政务司司长是公务员的首长，与财政司司长和律政司司长同属行政长官的首要顾问。
It also states that all countries have a right to seize and prosecute those committing pirate acts on the high seas.,该公约还声明，所有国家都有权力抓捕并起诉在公海从事海盗行径的人。
Jinggangshan Mountain as the First Rural Revolutionary Base of China has become one of the first scenic spots protected specially by the nation.,井冈山作为中国第一个农村革命根据地，现在已成为全国重点风景名胜区之一。
OMHON RESORT in Dimiao is 40 km from Tagbilaran City and one of the highest elevated sites of the province of Bohol.,OMHON在迪米奥度假村40公里从Tagbilaran市和薄荷岛（Bohol）省的最高高架站点之一。
"It is shown that the alloys are composed ofthe tetragonal phase, B-rich phase and R-rich phase with FCC structure.",结果表明：合金由四方相、富B 相和富R 相组成，富R 相具有面心立方结构。
"The varieties of anthocyanins from the red pigments extraction were determined by HPLC-MS, and the factors effecting the stability of red pigments was investigated in the pomace of mulberry Dashi.",采用HPLC-MS定性分析了果桑“大十”果渣红色素提取纯化产物中的花色苷种类，并研究了影响其稳定性的因素。
One challenge in enforcing quarantines is that the threat of detention encourages some people to evade detection.,实施医学隔离的一大困难是，由于接受隔离者要被限制行动自由，因此一些人会逃避隔离。
"You may have opportunities to form strong connections with your co-workers, friends, and fellow students or travelers today.",今天你有机会和同事，朋友，同学或是同行旅客有较为亲密的联系。
"So far, housing secondary market started more than five months, through the secondary mortgage transactions very little room, in the financial lending business is a bit ""too highbrow"".",到目前为止，住房二级市场启动五个多月，通过抵押贷款成交的二手房廖廖无几，这在金融放贷业务中显得有点“ 曲高和寡”。
The consistency of the calculated groundwater level and the measured shows this simulation model can well reflect the actual hydrogeological condition.,结果表明，计算模型与实际水文地质条件比较接近，计算水位与实测水位相吻合。
"I'm using the term ""resource-interesting"" to suggest that a model like Google's—free up to a point, and then for-pay after that—has some huge advantages over almost any other model.",我使用术语 “资源相关” 表明，像 Google App Engine 这样的一种模式 — 一定范围内免费，超出范围则收费 — 对于几乎任何其他模型都有巨大的优势。
She was out of practice at singing.,她对唱歌荒疏了。
One country cannot solve all problems.,布什说：“一个国家难以解决所有的问题。
"The knowing noise of the air compressor""s air dynamic is of low frequencies. The reliable data is provided for the noise and vibration control.""",并知空压机的 空气动力性噪声呈低频特性，这为噪声及振动控制提供了可靠的依据。
A:Are you conservative or open-minded?,你思想保守，还是开放？
This paper summarizes and concludes on the mineral alteration features of explosive pipe breccia in rock-mass of Jiuquling on the basis of field works and taking mineral-deposits as examples.,本文在野外工作的基础上，以矿床为实例，对九曲岭岩体爆破角砾岩筒矿化蚀变特征，进行归纳和总结。
Language and culture are closely related to each other. Appropriate cultural introduction can cultivate students' cross-culture awareness and enhance their ability of trans-culture communication.,在大学英语教学中适时适当的文化导入可以培养学生的跨文化意识，提高其跨文化交际能力。
That is good news for farmers and even better for farms because less nitrogen-rich manure pours out to poison fields and pollute rivers.,这对农民来说是个好消息，对农场来说更是好消息，因为可以少用些损伤田地、污染河流的富氮肥料。
"Early morning light, happiness in your side, The sun is shining, smiling at noon on your heart, In the evening, with your joy sunset 365 days.",清晨曙光初现，幸福在你身边；中午艳阳高照，微笑在你心间；傍晚日落西山，欢乐随你365天。
"Implementation of the overall defense grab the ball thinking, cultivate ""a motion all motion"" in awareness of the overall grab the ball;",贯彻整体抢截球的防守思想，培养“一动全动”的整体抢截球意识；
"Hence, the word bit was born.",因此，bit诞生了。
"Senior military officers fear he is second-guessing and undermining Gen McChrystal, whom he has met only twice.",高级军官们担心，他正在秋后算账，暗中对付他只见过两次的麦克克里斯托将军。
The electronic load is a new power electronics device that can simulate the loads of the circuit in the testing and test power supply performance.,它是一种可以模拟供电器负载，用来测试供电器性能的新型电力电子设备，它广泛的用于各种供电设备的保养，老化试验，出厂试验，型式试验。
"Public space, a playground for ideas, thoughts and opinions suits best everyone who seeks hiding one's distinctive mindsets and approaches from intrusion and curiosity gaze.",公共空间，一个于每个人皆为最佳的，为思路、想法和意见而设的游乐场；这些人们追求于藏匿个人与众不同的思维方式和方法，免受入侵和好奇的目光。
There are questions hard to answer. Can't you see?,但伱是否能看到峟许多问题难以回答，？
"The frustration of making films in a country with ""cultural over-cleanliness"" has led an internationally acclaimed Chinese director to lash out at its censors, a state news site has reported.",据一国家新闻网站报道，由于中国电影的“绝对纯净化”对电影拍摄的钳制，一位在国际上享有赞誉的中国导演对其电影审查机制进行了一番猛烈抨击。
"The number of treatment cycles was up 12.5 per cent from 2006, and up 53.7 per cent from 2003.",2007年的治疗病例与2006年相比，这一数据增长了12.5%，与2003年相比增长了53.7%。
"""The discussions with the Chinese groups have been very positive, with high levels of interest in co-operation in the development of the mid-west region,"" Murchison said.","""与中资集团的谈判非常积极,合作开发中西部地区的兴趣非常大."" 该公司称."
"Jarvis agreed, saying more women in Hollywood - from Diane Keaton to Demi Moore - have been embracing their sexy side.",贾维斯对此表示同意，并提及更多好莱坞女演员，从黛安基顿到黛米摩尔都是这么表现她们性感一面的。
The incidence of lung cancer among smokers was 3.65 times higher than that of non-smokers in six mines of Yunnan Tin Corp. ia the period 1975-1984.,本文以1975-1984年为时段，对云南锡业公司所属六个单位工人进行了吸烟情况的调查分析。
"Taking account of the limits existed zin the scope of application of the linear models, a mathematical model for different load conditions is proposed for consideration.",文中还针对线性化模型的应用范围局限性，提出了“变负荷数学模型”
"Formaldehyde in beer was directly distilled and then derived with 2,4-dinitrophenylhydrazine to yield 2,4-dinitrophenylhydrazone.",在实验中，首先分别将不同品牌的啤酒常压蒸馏，然后将各自所得馏分与2，4-二硝基苯肼进行化学反应。
"What are you going to do with that vase, Penny?",你打算如何处置那花瓶，彭妮？
"The good news is that conservationists are beginning to make some headway, both legislatively and with public opinion.",不过好的一面是，环保人士们已经从立法方面和对大众饮食的引导两方面， 都取得了进展来保护鲨鱼。
"Due to the illegality of child marriage, the number of girls who are put into child marriage in Rajasthan is extremely difficult to know.",由于童婚现在属于违法行为，在拉基斯坦省涉及童婚的女童人数就很难统计。
Gianluca Zambrotta: this morning he was subjected to a resonance control which evidenced a healing to his right calf. The footballer will continue in his differentiated work programme.,赞布罗塔：检查了他的右小腿的恢复情况，但他仍然被安排单独训练。
"He jerked the ring off, and the finger reappeared instantly.",他猛地把戒指拿下来，手指又立刻出现了。
"Forget the 15-second ""elevator speech"" you've heard about, RoAne says. ""In less than nine seconds you should give the benefit of what you do, but not the title.",忘记你听说的那些15秒钟的电梯演讲，RoAne说：“在九秒之内，你应该介绍你工作能够带来的利益，而不仅仅是工作的头衔。
The results show that the increase of dislocation density is accompanied by the increase of deformation amount. The dislocation density has lower value when the steel is annealed.,结果表明：位错密度随变形量的增加而提高，退火状态时位错密度较低。
I'll refuse to accept it if your repairing word remains unimproved.,如果你仍不改进修理工作，我将拒绝接收。
"Braid is a platform at heart, requiring you to move through different worlds, collecting items and dodging enemies;",《时空幻境》本质上是一款横版过关游戏，你需要在不同的世界中穿行、收集道具并躲避敌人；
Objective To explore the technique and indications of nose reconstruction by tubed flap.,目的：探讨皮管法鼻再造的手术相关技术和适应证。
"The attack-minded defender, who played against Real in the Super Cup second leg on Sunday, admits he would be tempted by a move to the Bernabeu.",这位攻击型后卫在超级杯对阵皇马的比赛的第二回合也参加了比赛，他日前表示也希望前往伯纳乌球场。
"Take another little piece of my heart now, baby, (break a…)",现在就拿走我的另一片心。
I put the apple in the corner.,我把苹果放在墙角。
And clay-sculptor Karen Portaleo's stunning cakes are guaranteed to satisfy any sweet tooth.,粘土雕塑家凯伦-波特利奥做出这些漂亮的蛋糕保证可以满足那些嗜甜如命的人的需求。
"The second part, which is based on tracing the source of the theory, is the research of clinical syndrome significance of Facilitating the stagnant wood.",第二部分是在理论溯源的基础之上，对“木郁达之”的临证意义进行研究。
Linkage disequilibrium (LD)-based association analysis is an effective approach to find new genes and favorable alleles.,基于连锁不平衡（LD）的关联分析是基因发掘也是等位基因发掘的有效途径。
Cangjie input method BIG5 code table. Can be ported to other platforms to use.,仓颉输入法BIG5码表。可以移植到其它平台使用。
I have a friend Monty Roberts who owns a horse ranch in San Ysidro.,我有个朋友叫蒙提• 罗伯茨，他在圣思多罗有座牧马场。
"During my visit, I watched one scientist draw the results of that day' s measurements, pushing the end of a steep line higher on the graph.",在我访问期间，我寓目了一位科家绘出那天的测量结果，把图表上一条斜度很大的上升的线再上推进。
"Therefore, dibenzyltoluene can be used as heat -conducting oil either solo or after being mixed with hydrogenated triphenyl .",研究证明，可用二苄基甲苯代替氢化三联苯或者两者掺混作高温导热油使用。
"And it's the American luxury manufacturer's latest bid to make its mark in the hard-fought and lucrative full-size, high-end sedan market.",它也是凯迪拉克这一豪车品牌在竞争激烈的全尺寸高端轿车市场上推出的最新力作。
"Safe and count for much key in information in conduct and actions a wreath, invade the examination, early-warning technique should cause our value.",作为信息安全的非常重要的关键一环，入侵检测、预警技术应该引起我们的重视。
"SELLER-supplied Imported Equipment (including all Low Voltage Drives and Controls) shall have Weights and Prices and Specifications, and shall be in accordance with BUYER's Equipment numbering system.",卖方提供的进口设备（包括所有低压驱动器和控制器）应有重量和价格和说明书，而且应与买方的设备编号系统一致。
"The optimization of tokamak plasma equilibrium shape, which is considered as a problem with large search space, is solved using master-slave PGAs.",将主从式并行遗传算法应用于托卡马克等离子体平衡位形优化问题，这是一个工程中实际存在的大搜索空间优化问题。
We would rather involve thousands of regular folks in ministry than have a perfect church run by a few elites.,们宁可有几千位平凡人参与事工，胜过一个只由几位精英经营的完美教会。
"The cheque is a kind of bill issued by the issuer, upon presentment of which the bank assigned to handle the cheque deposit or other financial …",支票 支票是以银行为付款人的即期汇票。具体来说，支票是银行存款客户（出票人）对银行（付款人）签发的，授权银行对某人或指定人或持票人即…
Governments might find it easier to devise a system of compulsory insurance to pay for old people's nursing care than to tussle with a grieving family over the sale of granny's most valuable bequest.,政府或许会发现，比起在是否卖掉祖母的最有价值的遗产的问题上与那些悲痛的家庭作斗争，设计一个强制保险系统则是一个更简单的方案。
"Through this article the features of VRT were introduced, and the application and development prospect of VRT in laboratory teaching of oral and maxillofacial surgery were also discussed.",简要介绍了虚拟现实技术的特点，重点探讨了虚拟现实技术在口腔颌面外科学实验教学领域中的应用与发展前景。
"Even Zhaxian of the blooming Epiphyllum have wantonly, even if the meteor is rapidly have too much of the combustion.",即使是乍现的昙花也曾肆意的绽放过，即使是瞬息的流星也曾尽情的燃烧过。
"As professionals on furniture design, we must re-understand the connotation of modem furniture design, re-examine our design ideas carefully, explore the new design theories and methods unceasingly.",作为进行家具设计的行业人员，我们要重新理解现代家具设计的内涵，重新审视我们的设计思路，不断探索出新的设计理论和方法。
The growth of curves of Fujian rabbits(yellow line)of 240 days old were analyzed and fitted with three kinds of non-linear models.,对福建兔（黄毛品系）0～240日龄生长曲线进行了分析和非线性曲线拟合研究。
"Girls side, smiling all the curious questions, while the big black oil Mosa Zhao Flanagan braids.",女孩边微笑着回答各种好奇的问题，边摩挲着那根油黑的大辫子。
So I'm interested in your stainless steel wristwatches . Do you have them available from stock?,我们现需一批手表，我对你们的不锈钢手表感兴趣，有现货吗？
It’s like some “zen masters” that brag about how long they sit in zazen. How long you sit is not the point.,就像一些禅宗大师，他们自吹已经打坐多长时间了，而你的打坐时间并不在点上。
求你看顾我的苦难，搭救我，因我不忘记你的律法。,"Look upon my suffering and deliver me, for I have not forgotten your law."
"He tipped the waiter a quarter, and spent fifty cents for a package of Egyptian cigarettes.",他给了传者一个两毛五的硬币，又花了五毛钱买了一包埃及香烟。
"When a solider was refused his earned due, or kudos, it was considered a very serious insult.",如果一个士兵拒绝接受他应得的报酬或荣誉，那可以说是一种很严重的侮辱。
"Mr. Manley thinks the worst is over for stocks this year and that the S. & P. 500, which closed at 1,244 on Friday, could drift toward 1,300 or higher over the next few months.",Manley认为对于股票市场来说今年最糟的情况已经过去了，而且标准普尔500种股票在星期五收盘时是1244点，在以后的几个月里可以可以冲向1300点或是更高。
Hanke points out that theelectro-sensory organs are derived from whiskers in ancestral animals.,汉克指出电感觉器官衍生自祖先动物的腮须。
"Pick your poison. Do you want to put in the time now, or later?",做出选择吧，你想现在花点时间呢还是以后再补？
"In skeletal fluorosis, fluoride accumulates in the bone progressively over many years, leading to stiffness and pain in the joints.",在氟骨症的情况下，由于氟经年累月在骨骼中逐渐积存，导致关节僵硬和疼痛。
Objective To investigate the clinical value of anterior chamber maintainer in small incision extracapsular cataract extraction.,目的探讨小切口白内障手术中前房维持器的临床价值。
Company official has also said the earthquake was stronger than the Kashiwazaki plant was designed to withstand.,该公厂官员还表示，这次地震比上次更强烈。
"Instead, automatic page forwarding should be done using server-side redirects.",自动页面跳转的正确做法应该是使用服务器端的重定向。
People walking in autumn park St James's in London.,伦敦，圣杰姆斯公园母子俩在秋色中漫步。
Design is a process from quantitative change to qualitative change and realize the process of mutation.,设计是一个过程，是从量变到质变、实现突变的过程。
"""I'm interested in metallic flavours andminerality,"" he says.",他说：“我对金属和矿物质的味道非常感兴趣。
